timestamp,position,title,link
2025-05-12 00:55:28 UTC,1,Hamas to release US-Israeli hostage as part of efforts to reach Gaza ceasefire,https://www.bbc.co.uk/news/articles/cx2q7749dxlo
2025-05-12 00:55:28 UTC,2,Zelensky challenges Putin to meet him after Trump demands Ukraine-Russia talks,https://www.bbc.co.uk/news/articles/ckgxrm0lnego
2025-05-12 00:55:28 UTC,3,PM promises tougher visa rules to fix 'broken' migration system,https://www.bbc.co.uk/news/articles/cg4vlyly0l2o
2025-05-12 00:55:28 UTC,4,Mr Bates and Mr Loverman win top Bafta Awards,https://www.bbc.co.uk/news/articles/c1dep5ryd3vo
2025-05-12 00:55:28 UTC,5,Weight-loss drugs tested in first head-to-head trial - and there's a clear winner,https://www.bbc.co.uk/news/articles/cy75dk8kjr1o
2025-05-12 00:55:28 UTC,6,Tributes paid to teenagers who died in swimming incident in Donegal,https://www.bbc.co.uk/news/articles/ckg7nx49zldo
2025-05-12 00:55:28 UTC,7,White House and Qatar discuss transfer of luxury jet for Air Force One,https://www.bbc.co.uk/news/articles/cy5ell3gkxvo
2025-05-12 00:55:28 UTC,8,BBC team's tense encounter with sanctioned Israeli settler while filming in West Bank,https://www.bbc.co.uk/news/articles/c8d1j3v2y3mo
2025-05-12 00:55:28 UTC,9,US-China trade talks see 'substantial progress' says Scott Bessent,https://www.bbc.co.uk/news/articles/cn053edex5eo
2025-05-12 00:55:28 UTC,10,Thunderstorms forecast during driest spring for decades,https://www.bbc.co.uk/news/articles/c3wdpwv9n3jo
2025-05-12 00:55:28 UTC,11,Amber Heard announces birth of twins in Mother's Day post,https://www.bbc.co.uk/news/articles/c79eznzx50vo
2025-05-12 00:55:28 UTC,12,Woman charged with attempted abduction of baby on Blackpool Promenade,https://www.bbc.co.uk/news/articles/c80klldxnjeo
