timestamp,rank,title,link
2026-06-08 03:37:17 UTC,1,Trump abruptly ends NBC interview after clash over 'rigged election' claim,https://www.bbc.co.uk/news/articles/ce8k1xx6yzjo
2026-06-08 03:37:17 UTC,2,'Iran fires missile barrage' and 'New Eriksen hell',https://www.bbc.co.uk/news/articles/cvgl3gx9y32o
2026-06-08 03:37:17 UTC,3,'A World Cup for them not us': Fans' anger at US travel bans and visa restrictions,https://www.bbc.co.uk/news/articles/cx212p8r28eo
2026-06-08 03:37:17 UTC,4,'No dead ends': What the Dutch can teach us about tackling youth unemployment,https://www.bbc.co.uk/news/articles/cnvpn253re4o
2026-06-08 03:37:17 UTC,5,You may be saving for retirement without realising it. Here's how to check,https://www.bbc.co.uk/news/articles/c1k2kpdzjdzo
2026-06-08 03:37:17 UTC,6,Vulnerable women lured by illegal sperm donor services on social media,https://www.bbc.co.uk/news/articles/c1j2349j8zjo
2026-06-08 03:37:17 UTC,7,"M&S launches new traineeship for 1,000 young people",https://www.bbc.co.uk/news/articles/cr7xr3dvxp9o
2026-06-08 03:37:17 UTC,8,My drinking days are over - here are my tips for an alcohol-free World Cup,https://www.bbc.co.uk/news/articles/czr25ypjrdvo
2026-06-08 03:37:17 UTC,9,How the High Street became a window on our political instability,https://www.bbc.co.uk/news/articles/cq5p59286v5o
2026-06-08 03:37:17 UTC,10,Zelensky's close European allies set out five conditions for peace talks,https://www.bbc.co.uk/news/articles/cr7xr1g3nvvo
2026-06-08 08:44:18 UTC,1,'A World Cup for them not us': Fans' anger at US travel bans and visa restrictions,https://www.bbc.co.uk/news/articles/cx212p8r28eo
2026-06-08 08:44:18 UTC,2,'No dead ends': What the Dutch can teach us about tackling youth unemployment,https://www.bbc.co.uk/news/articles/cnvpn253re4o
2026-06-08 08:44:18 UTC,3,'Iran fires missile barrage' and 'New Eriksen hell',https://www.bbc.co.uk/news/articles/cvgl3gx9y32o
2026-06-08 08:44:18 UTC,4,You may be saving for retirement without realising it. Here's how to check,https://www.bbc.co.uk/news/articles/c1k2kpdzjdzo
2026-06-08 08:44:18 UTC,5,Vulnerable women lured by illegal sperm donor services on social media,https://www.bbc.co.uk/news/articles/c1j2349j8zjo
2026-06-08 08:44:18 UTC,6,Abuse survivor's fury at mum's early jail release,https://www.bbc.co.uk/news/articles/c2d2kggr2e1o
2026-06-08 08:44:18 UTC,7,How the High Street became a window on our political instability,https://www.bbc.co.uk/news/articles/cq5p59286v5o
2026-06-08 08:44:18 UTC,8,Trump abruptly ends NBC interview after clash over 'rigged election' claim,https://www.bbc.co.uk/news/articles/ce8k1xx6yzjo
2026-06-08 08:44:18 UTC,9,Widow 'distressed' by firm's nine-month delay to husband's pension,https://www.bbc.co.uk/news/articles/c1m2mjxz7mmo
2026-06-08 08:44:18 UTC,10,My drinking days are over - here are my tips for an alcohol-free World Cup,https://www.bbc.co.uk/news/articles/czr25ypjrdvo
2026-06-08 12:56:56 UTC,1,Top five-a-day foods new study says your heart needs,https://www.bbc.co.uk/news/articles/ce3p3z5d63po
2026-06-08 12:56:56 UTC,2,"Woman, 19, dies after gunshots heard at house",https://www.bbc.co.uk/news/articles/crlw8xle9rlo
2026-06-08 12:56:56 UTC,3,You may be saving to give up work without realising it. Here's how to check,https://www.bbc.co.uk/news/articles/c1k2kpdzjdzo
2026-06-08 12:56:56 UTC,4,"Attacks inquiry revealed miscarriage of justice, victim's mother says",https://www.bbc.co.uk/news/articles/cy8d932zl27o
2026-06-08 12:56:56 UTC,5,Starmer tells Apple and Google to ban nude images on children's phones,https://www.bbc.co.uk/news/articles/cly752ydjw6o
2026-06-08 12:56:56 UTC,6,Vulnerable women lured by illegal sperm donor services on social media,https://www.bbc.co.uk/news/articles/c1j2349j8zjo
2026-06-08 12:56:56 UTC,7,At least 32 dead after major earthquake strikes southern Philippines,https://www.bbc.co.uk/news/articles/clyel78e6p5o
2026-06-08 12:56:56 UTC,8,My drinking days are over - here are my tips for an alcohol-free World Cup,https://www.bbc.co.uk/news/articles/czr25ypjrdvo
2026-06-08 12:56:56 UTC,9,'A World Cup for them not us': Fans' anger at US travel bans and visa restrictions,https://www.bbc.co.uk/news/articles/cx212p8r28eo
2026-06-08 12:56:56 UTC,10,'No dead ends': What the Dutch can teach us about tackling youth unemployment,https://www.bbc.co.uk/news/articles/cnvpn253re4o
2026-06-08 16:44:22 UTC,1,West Ham co-owner accused of preying on women for sex,https://www.bbc.co.uk/news/articles/cj9p2lm7epeo
2026-06-08 16:44:22 UTC,2,New drug to stop 'Ozempic butt' muscle loss side effect of obesity jabs,https://www.bbc.co.uk/news/articles/c62r285l46eo
2026-06-08 16:44:22 UTC,3,"Who is David Sullivan - football boss, 'king of porn' and alleged sexual predator?",https://www.bbc.co.uk/news/articles/ce8pk06wrx0o
