timestamp,rank,title,link
2026-05-12 02:01:01 UTC,1,Cabinet split as Mahmood calls on Starmer to set out timetable to go,https://www.bbc.co.uk/news/articles/c7v9r38d24do
2026-05-12 02:01:01 UTC,2,'Cabinet turns on Starmer' and 'You have been murdered',https://www.bbc.co.uk/news/articles/c62d8z4m582o
2026-05-12 02:01:01 UTC,3,Pupils hopeless and crying after 'poorly worded' Higher Maths exam,https://www.bbc.co.uk/news/articles/cx21j20l9wlo
2026-05-12 02:01:01 UTC,4,"China should stop hoarding food and fertiliser, says former World Bank chief",https://www.bbc.co.uk/news/articles/cwy2rnyg50zo
2026-05-12 02:01:01 UTC,5,Last passengers leave virus-hit cruise ship as three more test positive,https://www.bbc.co.uk/news/articles/cjep78l5835o
2026-05-12 02:01:01 UTC,6,Trump says Iran ceasefire is on 'massive life support',https://www.bbc.co.uk/news/articles/cvgznxn18zgo
2026-05-12 02:01:01 UTC,7,How driving test booking is changing for learner drivers,https://www.bbc.co.uk/news/articles/ckgpl9zdw3po
2026-05-12 02:01:01 UTC,8,Chris Mason: PM confronts his most difficult day as party revolts,https://www.bbc.co.uk/news/articles/cn9py15w5yxo
2026-05-12 02:01:01 UTC,9,Calls for 'urgent action' on baby-sleep industry after BBC investigation,https://www.bbc.co.uk/news/articles/c232glp2ej8o
2026-05-12 02:01:01 UTC,10,"Students at risk if universities go bust, say MPs",https://www.bbc.co.uk/news/articles/ce3p93j3823o
2026-05-12 05:57:02 UTC,1,Polanski apologises over houseboat council tax,https://www.bbc.co.uk/news/articles/cy02wdzrg6jo
2026-05-12 05:57:02 UTC,2,BBC unmasks key people smuggler in network behind most small boat crossings,https://www.bbc.co.uk/news/articles/cp3pl5093wpo
2026-05-12 05:57:02 UTC,3,'Cabinet turns on Starmer' and 'You have been murdered',https://www.bbc.co.uk/news/articles/c62d8z4m582o
2026-05-12 05:57:02 UTC,4,Last passengers leave virus-hit cruise ship as three more test positive,https://www.bbc.co.uk/news/articles/cjep78l5835o
2026-05-12 05:57:02 UTC,5,How driving test booking is changing for learner drivers,https://www.bbc.co.uk/news/articles/ckgpl9zdw3po
2026-05-12 05:57:02 UTC,6,Calls for 'urgent action' on baby-sleep industry after BBC investigation,https://www.bbc.co.uk/news/articles/c232glp2ej8o
2026-05-12 05:57:02 UTC,7,Chris Mason: PM hangs on by a thread as party revolts,https://www.bbc.co.uk/news/articles/cn9py15w5yxo
2026-05-12 05:57:02 UTC,8,Baby loss couple: We were told we'd picked a bad day to give birth,https://www.bbc.co.uk/news/articles/cedexdjjx94o
2026-05-12 05:57:02 UTC,9,Israel passes law to allow death penalty and public trials for those linked to 7 October,https://www.bbc.co.uk/news/articles/c202ngg45x8o
2026-05-12 05:57:02 UTC,10,"Students at risk if universities go bust, say MPs",https://www.bbc.co.uk/news/articles/ce3p93j3823o
2026-05-12 08:31:14 UTC,1,Green Party admits Polanski may have failed to pay council tax,https://www.bbc.co.uk/news/articles/cy02wdzrg6jo
2026-05-12 08:31:14 UTC,2,BBC unmasks key people smuggler in network behind most small boat crossings,https://www.bbc.co.uk/news/articles/cp3pl5093wpo
2026-05-12 08:31:14 UTC,3,US in closely guarded talks to open new bases in Greenland,https://www.bbc.co.uk/news/articles/cx21669452lo
2026-05-12 08:31:14 UTC,4,How driving test booking is changing for learner drivers,https://www.bbc.co.uk/news/articles/ckgpl9zdw3po
2026-05-12 08:31:14 UTC,5,'Cabinet turns on Starmer' and 'You have been murdered',https://www.bbc.co.uk/news/articles/c62d8z4m582o
2026-05-12 08:31:14 UTC,6,Last passengers leave virus-hit cruise ship as three more test positive,https://www.bbc.co.uk/news/articles/cjep78l5835o
2026-05-12 08:31:14 UTC,7,Baby loss couple: We were told we'd picked a bad day to give birth,https://www.bbc.co.uk/news/articles/cedexdjjx94o
2026-05-12 08:31:14 UTC,8,Russia's shadow fleet ships defying PM's threat and entering UK waters,https://www.bbc.co.uk/news/articles/cn8pvgw802no
2026-05-12 08:31:14 UTC,9,Chris Mason: PM hangs on by a thread as party revolts,https://www.bbc.co.uk/news/articles/cn9py15w5yxo
2026-05-12 08:31:14 UTC,10,Calls for 'urgent action' on baby-sleep industry after BBC investigation,https://www.bbc.co.uk/news/articles/c232glp2ej8o
