timestamp,position,title,link
2025-09-21 00:54:48 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 00:54:48 UTC,2,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 00:54:48 UTC,3,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 00:54:48 UTC,4,Day of delays at Heathrow after cyber-attack brings disruption,https://www.bbc.co.uk/news/articles/c3drpgv33pxo
2025-09-21 00:54:48 UTC,5,Press could lose Pentagon access for releasing 'unauthorised information',https://www.bbc.co.uk/news/articles/cwywwjevprwo
2025-09-21 00:54:48 UTC,6,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 00:54:48 UTC,7,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 00:54:48 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 00:54:48 UTC,9,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 00:54:48 UTC,10,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 02:25:29 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 02:25:29 UTC,2,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 02:25:29 UTC,3,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 02:25:29 UTC,4,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
2025-09-21 02:25:29 UTC,5,Press could lose Pentagon access for releasing 'unauthorised information',https://www.bbc.co.uk/news/articles/cwywwjevprwo
2025-09-21 02:25:29 UTC,6,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 02:25:29 UTC,7,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 02:25:29 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 02:25:29 UTC,9,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 02:25:29 UTC,10,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 03:32:56 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 03:32:56 UTC,2,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 03:32:56 UTC,3,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 03:32:56 UTC,4,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
2025-09-21 03:32:56 UTC,5,Press could lose Pentagon access for releasing 'unauthorised information',https://www.bbc.co.uk/news/articles/cwywwjevprwo
2025-09-21 03:32:56 UTC,6,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 03:32:56 UTC,7,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 03:32:56 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 03:32:56 UTC,9,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 03:32:56 UTC,10,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 04:12:13 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 04:12:13 UTC,2,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 04:12:13 UTC,3,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 04:12:13 UTC,4,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
2025-09-21 04:12:13 UTC,5,Press could lose Pentagon access for releasing 'unauthorised information',https://www.bbc.co.uk/news/articles/cwywwjevprwo
2025-09-21 04:12:13 UTC,6,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 04:12:13 UTC,7,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 04:12:13 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 04:12:13 UTC,9,Why Starmer decided the time was right to recognise a Palestinian state,https://www.bbc.co.uk/news/articles/cp9848kxp2go
2025-09-21 04:12:13 UTC,10,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 05:10:10 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 05:10:10 UTC,2,"In West Bank, Palestinian recognition welcomed despite fears of Israeli annexation",https://www.bbc.co.uk/news/articles/c0ez9qxzl2jo
2025-09-21 05:10:10 UTC,3,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 05:10:10 UTC,4,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
2025-09-21 05:10:10 UTC,5,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 05:10:10 UTC,6,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 05:10:10 UTC,7,Ed Davey urges regulator to go after Musk over X 'crimes',https://www.bbc.co.uk/news/articles/c5y558r2r1qo
2025-09-21 05:10:10 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 05:10:10 UTC,9,"In West Bank, Palestinian recognition welcomed despite fears of Israeli annexation",https://www.bbc.co.uk/news/articles/c0ez9qxzl2jo
2025-09-21 05:10:10 UTC,10,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 06:14:35 UTC,1,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 06:14:35 UTC,2,"In West Bank, Palestinian recognition welcomed despite fears of Israeli annexation",https://www.bbc.co.uk/news/articles/c0ez9qxzl2jo
2025-09-21 06:14:35 UTC,3,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
2025-09-21 06:14:35 UTC,4,Former Liverpool manager Beard dies aged 47,https://www.bbc.co.uk/sport/football/articles/c0r00qx5llko
2025-09-21 06:14:35 UTC,5,Ed Davey urges regulator to go after Musk over X 'crimes',https://www.bbc.co.uk/news/articles/c5y558r2r1qo
2025-09-21 06:14:35 UTC,6,RAF jets join Nato air defence mission over Poland,https://www.bbc.co.uk/news/articles/c4g7752w1ygo
2025-09-21 06:14:35 UTC,7,Curtain rises on Strictly 2025 as new couples revealed,https://www.bbc.co.uk/news/articles/cy9nnl78dgzo
2025-09-21 06:14:35 UTC,8,Starmer set to announce UK recognition of Palestinian state on Sunday,https://www.bbc.co.uk/news/articles/ce800enrglzo
2025-09-21 06:14:35 UTC,9,"In West Bank, Palestinian recognition welcomed despite fears of Israeli annexation",https://www.bbc.co.uk/news/articles/c0ez9qxzl2jo
2025-09-21 06:14:35 UTC,10,Duchess of York called Epstein 'supreme friend' in 2011 email,https://www.bbc.co.uk/news/articles/cgj11l3wd35o
