timestamp,rank,title,link
2025-08-21 00:51:13 UTC,1,'Labour revolt on migrant hotels' and 'cult priest guilty',https://www.bbc.co.uk/news/articles/crkz14ydkjgo
2025-08-21 00:51:13 UTC,2,'Ice cream man' in fatal Wembley attack named,https://www.bbc.co.uk/news/articles/cx23g97vk9mo
2025-08-21 00:51:13 UTC,3,Ex-priest found guilty of 17 indecent assaults,https://www.bbc.co.uk/news/articles/c20662dxl88o
2025-08-21 00:51:13 UTC,4,Why are food prices still rising by so much?,https://www.bbc.co.uk/news/articles/cyvn9z3y78lo
2025-08-21 00:51:13 UTC,5,Israeli military says first stages of assault on Gaza City have begun,https://www.bbc.co.uk/news/articles/clyr7l0z9edo
2025-08-21 00:51:13 UTC,6,Texas lawmakers approve redistricting map favouring Republicans,https://www.bbc.co.uk/news/articles/cp8z4nj17dno
2025-08-21 00:51:13 UTC,7,"'Chilling' political interference in BBC must stop, says former news boss",https://www.bbc.co.uk/news/articles/cn85z0z3gz3o
2025-08-21 00:51:13 UTC,8,Badenoch encourages Tory councils to challenge asylum hotels,https://www.bbc.co.uk/news/articles/cwy0j9n4qzwo
2025-08-21 00:51:13 UTC,9,Scientists make 'superfood' that could save honeybees,https://www.bbc.co.uk/news/articles/c776kynn771o
2025-08-21 00:51:13 UTC,10,Government prepares to take over UK's third-largest steelworks,https://www.bbc.co.uk/news/articles/cj0yd0829m4o
2025-08-21 02:24:41 UTC,1,'Labour revolt on migrant hotels' and 'cult priest guilty',https://www.bbc.co.uk/news/articles/crkz14ydkjgo
2025-08-21 02:24:41 UTC,2,'Ice cream man' in fatal Wembley attack named,https://www.bbc.co.uk/news/articles/cx23g97vk9mo
2025-08-21 02:24:41 UTC,3,Badenoch encourages Tory councils to challenge asylum hotels,https://www.bbc.co.uk/news/articles/cwy0j9n4qzwo
2025-08-21 02:24:41 UTC,4,Ex-priest found guilty of 17 indecent assaults,https://www.bbc.co.uk/news/articles/c20662dxl88o
2025-08-21 02:24:41 UTC,5,Sony raises PlayStation 5 prices in US as tariff fears persist,https://www.bbc.co.uk/news/articles/cy081prg9jjo
2025-08-21 02:24:41 UTC,6,"'Chilling' political interference in BBC must stop, says former news boss",https://www.bbc.co.uk/news/articles/cn85z0z3gz3o
2025-08-21 02:24:41 UTC,7,Texas lawmakers approve redistricting map favouring Republicans,https://www.bbc.co.uk/news/articles/cp8z4nj17dno
2025-08-21 02:24:41 UTC,8,Israeli military says first stages of assault on Gaza City have begun,https://www.bbc.co.uk/news/articles/clyr7l0z9edo
2025-08-21 02:24:41 UTC,9,Scientists make 'superfood' that could save honeybees,https://www.bbc.co.uk/news/articles/c776kynn771o
2025-08-21 02:24:41 UTC,10,Government prepares to take over UK's third-largest steelworks,https://www.bbc.co.uk/news/articles/cj0yd0829m4o
2025-08-21 03:34:48 UTC,1,'Labour revolt on migrant hotels' and 'cult priest guilty',https://www.bbc.co.uk/news/articles/crkz14ydkjgo
2025-08-21 03:34:48 UTC,2,'Ice cream man' in fatal Wembley attack named,https://www.bbc.co.uk/news/articles/cx23g97vk9mo
2025-08-21 03:34:48 UTC,3,ICC 'deplores' new US sanctions on judges and prosecutors,https://www.bbc.co.uk/news/articles/c620l3y7ydro
2025-08-21 03:34:48 UTC,4,Badenoch encourages Tory councils to challenge asylum hotels,https://www.bbc.co.uk/news/articles/cwy0j9n4qzwo
2025-08-21 03:34:48 UTC,5,Ex-priest found guilty of 17 indecent assaults,https://www.bbc.co.uk/news/articles/c20662dxl88o
2025-08-21 03:34:48 UTC,6,Sony raises PlayStation 5 prices in US as tariff fears persist,https://www.bbc.co.uk/news/articles/cy081prg9jjo
2025-08-21 03:34:48 UTC,7,Hurricane Erin's high waves thrash coast of North Carolina,https://www.bbc.co.uk/news/articles/ce934e9gyryo
2025-08-21 03:34:48 UTC,8,Texas lawmakers approve redistricting map favouring Republicans,https://www.bbc.co.uk/news/articles/cp8z4nj17dno
2025-08-21 03:34:48 UTC,9,Israeli military says first stages of assault on Gaza City have begun,https://www.bbc.co.uk/news/articles/clyr7l0z9edo
2025-08-21 03:34:48 UTC,10,Suranne Jones: Playing the prime minister 'changes your perception' of politics,https://www.bbc.co.uk/news/articles/cy5p7ze0ww4o
2025-08-21 04:13:46 UTC,1,'Ice cream man' in fatal Wembley attack named,https://www.bbc.co.uk/news/articles/cx23g97vk9mo
